,account_id,reputation,user_id,accept_rate,link,display_name,Bronze_Badge_Count,Silver_Badge_Count,Gold_Badge_Count,Tag_Name,Answer_Count,Answer_Score,Question_Count,Question_Score,label
0,11683,6.1934778371127885,22656,0.5671800611801856,https://stackoverflow.com/users/22656/jon-skeet,Jon Skeet,15.044302552427864,15.692066990045172,11.755028273448561,c#,9.868433684724161,29.08042311904097,0.45914043961750445,1.6904360643551781,1
1,11683,6.1934778371127885,22656,0.5671800611801856,https://stackoverflow.com/users/22656/jon-skeet,Jon Skeet,15.044302552427864,15.692066990045172,11.755028273448561,java,5.069748213583648,17.13719432704764,-0.21589230659277459,-0.21675593697098744,1
2,11683,6.1934778371127885,22656,0.5671800611801856,https://stackoverflow.com/users/22656/jon-skeet,Jon Skeet,15.044302552427864,15.692066990045172,11.755028273448561,.net,2.518580916238783,9.771350943095735,-0.0011091600713221653,0.3373606580089121,1
3,11683,6.1934778371127885,22656,0.5671800611801856,https://stackoverflow.com/users/22656/jon-skeet,Jon Skeet,15.044302552427864,15.692066990045172,11.755028273448561,linq,1.1706876033991216,3.7778522769269545,-0.24657561323869637,-0.23536967271966625,1
4,11683,6.1934778371127885,22656,0.5671800611801856,https://stackoverflow.com/users/22656/jon-skeet,Jon Skeet,15.044302552427864,15.692066990045172,11.755028273448561,string,0.14702979536625152,2.262589876387144,-0.1852089999468528,-0.155903339331076,1
5,11683,6.1934778371127885,22656,0.5671800611801856,https://stackoverflow.com/users/22656/jon-skeet,Jon Skeet,15.044302552427864,15.692066990045172,11.755028273448561,generics,0.2911344641692699,1.9984154721665859,-0.21589230659277459,-0.1530396876774331,1
6,11683,6.1934778371127885,22656,0.5671800611801856,https://stackoverflow.com/users/22656/jon-skeet,Jon Skeet,15.044302552427864,15.692066990045172,11.755028273448561,date,-0.12779839442236215,1.509703989802519,-0.24657561323869637,-0.23536967271966625,1
7,11683,6.1934778371127885,22656,0.5671800611801856,https://stackoverflow.com/users/22656/jon-skeet,Jon Skeet,15.044302552427864,15.692066990045172,11.755028273448561,timezone,-0.1952187930409172,1.1974065220912338,-0.21589230659277459,-0.21675593697098744,1
8,11683,6.1934778371127885,22656,0.5671800611801856,https://stackoverflow.com/users/22656/jon-skeet,Jon Skeet,15.044302552427864,15.692066990045172,11.755028273448561,multithreading,0.18254130303556676,1.005919158085208,-0.24657561323869637,-0.23536967271966625,1
9,11683,6.1934778371127885,22656,0.5671800611801856,https://stackoverflow.com/users/22656/jon-skeet,Jon Skeet,15.044302552427864,15.692066990045172,11.755028273448561,arrays,0.14445649770905475,0.8487097070528555,-0.24657561323869637,-0.23536967271966625,1
